,IDpol,ClaimNb,Exposure,Area,VehPower,VehAge,DrivAge,BonusMalus,VehBrand,VehGas,Density,Region
668263,6099589.0,0,0.23,'C',8,1,24,95,'B3','Diesel',317,'R82'
194815,1194816.0,0,1.0,'E',6,11,54,50,'B3','Diesel',3744,'R93'
81341,168578.0,0,1.0,'C',7,10,40,50,'B1','Regular',155,'R24'
443318,3167970.0,0,0.05,'A',6,14,35,64,'B1','Diesel',24,'R24'
602675,5013888.0,0,0.5,'C',15,4,54,50,'B12','Regular',153,'R93'
606519,5025106.0,0,0.71,'E',6,9,30,68,'B1','Diesel',3095,'R31'
299426,2208627.0,0,0.1,'C',4,1,30,57,'B1','Diesel',211,'R93'
82858,171254.0,0,0.32,'D',4,10,22,95,'B1','Regular',1385,'R53'
357255,3001335.0,0,0.2,'E',9,3,62,72,'B12','Regular',6913,'R11'
463299,3204892.0,0,0.34,'C',6,11,53,50,'B1','Diesel',283,'R25'
330962,2264108.0,0,0.5,'D',10,16,41,50,'B13','Diesel',665,'R41'
264528,2128741.0,0,0.26,'C',13,22,24,85,'B10','Diesel',165,'R53'
552099,4143277.0,0,0.75,'C',6,2,45,50,'B1','Diesel',306,'R82'
296107,2202914.0,0,0.7,'A',5,8,29,68,'B5','Diesel',20,'R24'
15997,37038.0,0,0.41,'D',4,14,25,80,'B1','Regular',821,'R24'
136052,1097006.0,0,1.0,'C',4,15,52,50,'B6','Regular',213,'R24'
31892,65877.0,0,0.08,'C',6,10,27,95,'B1','Diesel',147,'R91'
500120,4027031.0,0,0.27,'C',10,10,33,80,'B12','Regular',229,'R82'
541308,4132486.0,1,1.0,'F',12,5,31,68,'B11','Regular',27000,'R11'
433712,3153949.0,0,0.2,'A',4,9,77,62,'B6','Regular',10,'R24'
654914,6058360.0,0,0.51,'D',7,2,28,90,'B12','Diesel',845,'R31'
171918,1163336.0,0,0.58,'C',7,13,48,50,'B2','Regular',308,'R72'
660143,6080552.0,0,0.12,'D',4,3,68,50,'B12','Diesel',1441,'R93'
482454,3248335.0,0,0.2,'D',7,2,41,50,'B3','Diesel',1229,'R31'
433928,3154305.0,0,1.0,'A',4,5,31,72,'B6','Regular',27,'R24'
267553,2134929.0,0,0.05,'D',9,11,20,100,'B1','Regular',645,'R91'
359408,3005928.0,0,0.53,'E',5,3,52,50,'B12','Regular',4792,'R11'
401327,3087637.0,0,0.58,'C',5,12,43,68,'B2','Diesel',326,'R31'
611109,5038725.0,0,0.21,'C',8,2,67,50,'B12','Diesel',127,'R72'
668665,6100322.0,0,0.16,'C',11,1,43,50,'B12','Diesel',106,'R52'
565029,4156207.0,0,0.53,'A',5,5,47,50,'B1','Diesel',23,'R24'
51823,105301.0,0,0.04,'E',10,4,64,50,'B14','Diesel',2733,'R93'
570496,4161674.0,0,1.0,'B',7,5,50,50,'B1','Regular',81,'R24'
483154,3249074.0,0,0.08,'C',7,15,38,50,'B5','Regular',307,'R31'
275331,2152650.0,0,0.03,'E',7,4,29,85,'B1','Regular',2103,'R25'
265607,2130724.0,0,1.0,'C',6,15,46,50,'B1','Diesel',212,'R41'
287220,2186947.0,0,0.48,'C',7,10,49,50,'B3','Regular',185,'R54'
62378,133934.0,0,1.0,'B',7,6,58,50,'B2','Diesel',62,'R53'
515933,4069986.0,0,0.45,'D',6,8,27,112,'B2','Diesel',646,'R31'
524909,4116087.0,0,1.0,'D',4,14,83,50,'B2','Regular',741,'R24'
568039,4159217.0,0,0.94,'C',5,9,44,57,'B4','Diesel',473,'R53'
324776,2257921.0,0,0.49,'B',10,7,41,50,'B13','Regular',84,'R82'
124431,1073618.0,0,0.00821917808219178,'D',5,2,22,90,'B1','Diesel',1253,'R73'
33786,69157.0,0,0.9,'C',6,2,63,50,'B5','Regular',139,'R93'
657954,6070044.0,0,0.53,'B',7,1,55,85,'B12','Regular',57,'R82'
523087,4086648.0,0,0.53,'D',6,5,34,54,'B1','Regular',745,'R31'
33678,68956.0,0,1.0,'B',6,2,33,50,'B5','Regular',80,'R93'
330884,2264030.0,0,0.5,'E',6,15,39,60,'B1','Diesel',9307,'R82'
134163,1093158.0,0,0.06,'B',7,15,21,95,'B1','Regular',91,'R52'
458388,3193831.0,0,1.0,'A',5,15,33,51,'B3','Diesel',40,'R54'
198180,1198181.0,0,1.3,'E',8,7,32,68,'B2','Diesel',3708,'R26'
508068,4045010.0,0,0.07,'B',8,1,46,50,'B1','Regular',76,'R11'
509811,4050011.0,0,0.1,'C',6,0,27,68,'B12','Diesel',265,'R23'
290716,2193137.0,0,0.47,'D',4,14,32,50,'B1','Regular',889,'R82'
221248,2051823.0,0,0.81,'C',4,1,40,80,'B2','Regular',172,'R53'
457451,3191668.0,0,1.0,'A',6,2,55,50,'B2','Regular',22,'R24'
51776,105211.0,0,0.66,'D',9,16,43,50,'B3','Regular',987,'R93'
120268,1064193.0,0,0.03,'A',6,0,52,50,'B1','Diesel',27,'R82'
35127,71581.0,0,1.0,'E',9,3,41,50,'B4','Regular',4128,'R52'
220332,2050112.0,0,1.0,'C',10,15,58,50,'B2','Diesel',182,'R24'
675077,6111395.0,0,0.56,'C',4,0,89,100,'B12','Regular',222,'R73'
267084,2133862.0,0,0.01,'E',5,2,53,50,'B5','Diesel',9307,'R82'
412411,3112823.0,1,1.0,'F',7,2,62,85,'B3','Regular',27000,'R11'
487054,3252993.0,0,0.08,'E',4,10,49,50,'B2','Diesel',2484,'R26'
665200,6093649.0,0,0.06,'C',7,1,34,51,'B12','Diesel',251,'R52'
119549,1062603.0,0,0.09,'E',6,6,55,50,'B6','Diesel',7187,'R11'
511701,4055821.0,0,0.48,'D',4,0,40,75,'B12','Diesel',570,'R31'
6289,18981.0,1,1.0,'B',4,10,66,50,'B1','Regular',91,'R24'
376941,3037131.0,0,0.61,'D',6,1,69,50,'B12','Diesel',614,'R93'
594623,4185801.0,0,0.56,'D',11,12,47,58,'B10','Regular',713,'R52'
13034,31543.0,0,0.15,'C',5,3,25,68,'B3','Diesel',214,'R26'
216621,2038896.0,0,0.15,'E',8,0,52,50,'B12','Diesel',2375,'R11'
509500,4049097.0,0,0.75,'D',4,0,50,50,'B12','Diesel',1895,'R31'
146988,1116283.0,0,0.51,'C',6,1,30,57,'B1','Regular',296,'R82'
145216,1113506.0,0,0.18,'B',8,13,25,90,'B1','Diesel',79,'R24'
160609,1138236.0,0,1.0,'E',6,6,60,50,'B1','Diesel',8549,'R82'
517657,4073949.0,0,0.7,'E',7,2,25,80,'B12','Regular',2567,'R11'
503213,4034455.0,0,0.4,'C',9,4,33,50,'B10','Regular',147,'R93'
155316,1126968.0,0,1.0,'A',4,11,81,50,'B1','Regular',29,'R24'
60372,130195.0,0,1.0,'D',6,10,68,50,'B2','Regular',563,'R52'
101884,1023481.0,0,0.23,'D',7,17,54,50,'B2','Diesel',1064,'R24'
152424,1123229.0,0,0.02,'E',6,9,55,55,'B3','Diesel',2733,'R93'
541806,4132984.0,0,0.78,'C',5,15,35,72,'B1','Regular',227,'R54'
39740,80382.0,0,0.14,'A',6,9,60,50,'B1','Diesel',9,'R24'
366248,3020953.0,0,0.81,'C',10,2,60,50,'B12','Regular',313,'R93'
371198,3030255.0,0,0.11,'D',5,2,26,68,'B3','Diesel',1809,'R43'
654201,6055909.0,0,0.43,'A',7,2,57,85,'B12','Diesel',21,'R54'
86721,178250.0,0,0.43,'F',7,1,34,52,'B1','Regular',27000,'R11'
408629,3104225.0,1,1.0,'A',7,3,63,50,'B4','Diesel',31,'R72'
176262,1173189.0,0,1.0,'C',9,14,55,50,'B13','Regular',109,'R24'
324143,2257288.0,0,0.08,'C',7,10,36,50,'B1','Regular',125,'R72'
55016,112822.0,0,0.83,'A',11,16,68,50,'B2','Regular',47,'R93'
185698,1185699.0,0,0.95,'D',4,18,49,50,'B6','Regular',769,'R82'
634599,5097521.0,0,0.46,'D',11,0,45,50,'B12','Diesel',609,'R93'
151370,1122097.0,0,0.04,'A',11,9,47,64,'B1','Regular',32,'R24'
101138,1021930.0,0,1.0,'A',6,13,67,50,'B1','Diesel',31,'R24'
563208,4154386.0,0,0.74,'D',9,0,39,50,'B2','Regular',1313,'R24'
590458,4181636.0,0,0.39,'B',10,15,26,100,'B2','Diesel',67,'R24'
277734,2158989.0,0,0.11,'E',6,7,40,72,'B2','Diesel',8549,'R82'
209464,2019321.0,0,0.78,'F',8,1,42,50,'B12','Diesel',27000,'R11'
4248,9222.0,1,0.22,'E',6,0,72,50,'B12','Regular',4762,'R93'
296894,2204256.0,0,1.0,'C',7,10,73,50,'B2','Regular',149,'R24'
586371,4177549.0,0,0.95,'D',6,7,40,50,'B3','Regular',1457,'R52'
143770,1111177.0,0,1.0,'B',5,7,33,50,'B5','Diesel',72,'R24'
28758,60242.0,0,0.72,'A',7,3,32,50,'B11','Diesel',42,'R82'
73774,154878.0,0,1.0,'D',9,9,47,50,'B11','Regular',529,'R23'
604052,5017952.0,0,0.63,'A',7,4,25,85,'B12','Regular',46,'R94'
401882,3088906.0,0,0.3,'A',10,13,46,50,'B1','Regular',45,'R52'
576596,4167774.0,0,0.25,'E',4,4,48,62,'B2','Diesel',2484,'R26'
332847,2265993.0,0,0.08,'B',9,13,52,50,'B10','Regular',64,'R91'
96594,1014616.0,0,0.49,'B',5,0,28,60,'B12','Regular',94,'R24'
531730,4122908.0,0,1.0,'C',6,14,60,50,'B12','Regular',473,'R53'
69024,146306.0,0,0.73,'D',6,3,37,50,'B2','Diesel',1313,'R24'
417134,3123248.0,0,1.0,'C',6,10,54,50,'B1','Regular',405,'R24'
604015,5017852.0,0,0.51,'C',10,4,38,53,'B12','Regular',218,'R93'
639245,5107019.0,0,0.1,'D',8,0,80,68,'B12','Diesel',1629,'R93'
100901,1021427.0,0,0.00821917808219178,'B',7,17,51,50,'B1','Regular',87,'R82'
109897,1041255.0,0,1.0,'E',7,3,28,85,'B1','Regular',2103,'R25'
439454,3162794.0,0,0.53,'E',6,1,65,50,'B2','Diesel',3688,'R82'
154590,1125448.0,0,1.0,'A',9,14,41,50,'B12','Diesel',19,'R24'
2502,5218.0,1,0.49,'C',5,0,28,80,'B12','Regular',210,'R74'
368852,3026252.0,0,0.71,'C',7,1,55,50,'B12','Diesel',277,'R72'
524040,4115218.0,0,0.66,'A',6,14,62,50,'B2','Diesel',24,'R24'
323686,2256831.0,0,0.49,'F',8,16,40,80,'B1','Regular',12750,'R11'
597342,4188520.0,0,1.0,'D',9,2,78,50,'B1','Diesel',1313,'R24'
441976,3166150.0,0,0.0027397260273972603,'C',4,3,27,72,'B2','Diesel',267,'R11'
308202,2220012.0,0,0.08,'C',5,10,43,50,'B5','Diesel',209,'R23'
79168,164647.0,0,1.0,'B',5,3,49,50,'B2','Regular',72,'R24'
573936,4165114.0,0,0.88,'D',7,7,40,95,'B1','Regular',1408,'R52'
342005,2275151.0,0,0.99,'B',14,17,36,50,'B12','Diesel',89,'R26'
26700,56573.0,0,1.0,'C',5,5,50,50,'B13','Diesel',109,'R24'
675816,6112134.0,0,0.36,'F',8,0,33,60,'B12','Diesel',27000,'R11'
105783,1032082.0,0,0.07,'A',6,9,33,50,'B1','Diesel',17,'R24'
656181,6062694.0,0,0.03,'C',8,2,68,50,'B12','Diesel',107,'R93'
81304,168514.0,0,0.008196721311475409,'B',6,1,67,50,'B10','Diesel',51,'R24'
415765,3120049.0,1,1.0,'D',7,14,48,118,'B11','Diesel',1408,'R52'
291358,2194262.0,0,1.0,'D',7,20,45,68,'B1','Regular',1191,'R11'
510328,4051624.0,0,0.53,'C',4,0,48,50,'B12','Diesel',465,'R41'
33330,68357.0,0,0.43,'C',4,0,52,50,'B1','Regular',196,'R82'
362183,3012007.0,0,0.03,'C',7,2,52,50,'B12','Diesel',409,'R22'
9789,25669.0,0,1.0,'A',5,1,56,50,'B2','Regular',23,'R52'
608306,5030400.0,0,0.57,'E',4,2,50,50,'B12','Regular',3274,'R11'
640988,6001574.0,0,0.18,'C',5,6,74,50,'B12','Regular',221,'R52'
184857,1184858.0,0,0.5,'C',6,7,35,50,'B3','Diesel',280,'R72'
239116,2082702.0,0,1.0,'B',7,13,36,76,'B1','Diesel',64,'R11'
408229,3103373.0,0,0.97,'E',6,9,30,76,'B5','Regular',3430,'R93'
365088,3018343.0,0,0.61,'E',5,5,50,50,'B2','Regular',4656,'R11'
583699,4174877.0,0,1.0,'C',6,10,67,50,'B2','Diesel',452,'R11'
545873,4137051.0,0,1.0,'D',6,4,49,50,'B2','Regular',1601,'R41'
296304,2203249.0,1,0.11,'B',7,10,36,72,'B1','Regular',53,'R24'
435007,3155882.0,0,0.58,'C',8,10,32,50,'B10','Regular',295,'R24'
48157,97555.0,0,0.27,'A',5,9,50,50,'B2','Diesel',10,'R24'
271542,2143427.0,0,0.96,'A',6,3,51,50,'B3','Diesel',43,'R25'
593282,4184460.0,0,0.33,'A',12,10,50,50,'B12','Diesel',9,'R74'
285094,2183136.0,0,1.0,'B',5,9,43,50,'B1','Regular',56,'R53'
536518,4127696.0,0,1.0,'C',4,14,65,50,'B6','Regular',124,'R24'
204228,2009696.0,0,0.95,'D',6,10,29,95,'B12','Regular',626,'R93'
621878,5066838.0,0,0.91,'A',7,10,31,95,'B1','Diesel',40,'R26'
564315,4155493.0,0,1.0,'C',6,5,46,50,'B4','Regular',230,'R82'
651913,6047995.0,0,0.13,'B',8,2,47,50,'B12','Diesel',61,'R23'
181051,1181052.0,0,0.3,'D',7,10,50,50,'B11','Diesel',674,'R93'
433483,3153488.0,0,0.18,'D',5,9,40,85,'B2','Diesel',1054,'R24'
38824,78567.0,0,1.0,'A',6,2,30,57,'B3','Diesel',43,'R53'
635486,5099387.0,0,0.43,'D',7,5,36,50,'B2','Diesel',1110,'R82'
46839,94598.0,0,0.68,'D',6,9,30,54,'B1','Diesel',1323,'R82'
261561,2122844.0,0,0.77,'B',8,11,32,51,'B3','Regular',66,'R52'
213294,2026716.0,0,0.65,'E',10,0,35,63,'B12','Regular',2311,'R11'
497749,4021225.0,0,0.12,'A',4,1,28,118,'B12','Diesel',35,'R22'
202104,2005761.0,0,0.41,'B',10,15,29,72,'B12','Diesel',85,'R93'
441089,3165036.0,0,0.53,'A',5,3,46,50,'B2','Diesel',32,'R24'
1960,4080.0,1,0.45,'C',4,0,30,60,'B12','Regular',240,'R11'
343618,2276764.0,0,0.5,'D',7,6,47,53,'B4','Regular',1326,'R93'
189732,1189733.0,0,0.08,'C',5,14,32,64,'B2','Diesel',380,'R93'
503683,4035581.0,0,0.55,'A',6,4,44,50,'B3','Diesel',10,'R72'
581259,4172437.0,0,1.0,'B',7,6,56,50,'B5','Regular',67,'R24'
487000,3252935.0,0,0.19,'A',12,15,46,80,'B1','Regular',19,'R24'
281250,2176129.0,0,1.0,'B',5,11,82,50,'B1','Regular',50,'R24'
606411,5024791.0,0,0.71,'C',6,8,39,50,'B12','Diesel',291,'R73'
279186,2163639.0,0,0.03,'C',7,1,53,50,'B6','Diesel',293,'R25'
227157,2062064.0,0,0.16,'E',11,2,36,50,'B11','Diesel',2131,'R82'
214325,2028927.0,0,0.51,'D',7,1,54,50,'B12','Diesel',1035,'R31'
166191,1150408.0,0,0.25,'D',10,12,31,66,'B1','Regular',1662,'R11'
226768,2061423.0,0,0.1,'B',7,3,50,50,'B1','Regular',56,'R24'
157878,1132390.0,0,1.0,'E',5,11,39,54,'B4','Regular',4128,'R52'
63009,135127.0,0,1.0,'D',5,9,65,50,'B2','Diesel',568,'R24'
565126,4156304.0,0,0.27,'B',7,19,41,85,'B1','Regular',57,'R24'
77384,161422.0,0,1.0,'C',5,1,66,50,'B1','Regular',158,'R53'
662469,6088326.0,0,0.08,'D',5,3,43,50,'B12','Regular',534,'R73'
27367,57727.0,0,0.91,'C',5,4,42,68,'B2','Regular',440,'R53'
443913,3168764.0,0,0.26,'B',5,15,60,63,'B2','Diesel',64,'R24'
256732,2113908.0,0,0.75,'E',5,9,40,50,'B1','Regular',2715,'R93'
229408,2065936.0,0,0.02,'C',4,11,44,50,'B6','Regular',232,'R24'
543817,4134995.0,0,0.67,'B',10,17,37,50,'B5','Regular',62,'R24'
373075,3032153.0,0,0.21,'E',5,0,50,50,'B12','Regular',9307,'R82'
565939,4157117.0,0,0.92,'D',7,2,54,50,'B2','Diesel',526,'R52'
147574,1117133.0,0,0.5,'C',6,6,57,63,'B2','Diesel',190,'R72'
33032,67809.0,0,0.28,'C',7,2,66,50,'B1','Regular',242,'R82'
310005,2221816.0,0,0.8,'B',5,7,51,50,'B1','Regular',60,'R93'
549547,4140725.0,0,0.43,'C',4,4,45,50,'B2','Regular',215,'R93'
627520,5081425.0,0,0.12,'E',4,3,33,64,'B12','Regular',3317,'R93'
549470,4140648.0,0,1.0,'C',7,10,40,50,'B1','Regular',175,'R53'
22237,48344.0,0,0.75,'D',6,12,45,50,'B1','Diesel',1192,'R53'
507767,4044212.0,0,0.84,'D',7,2,37,50,'B12','Regular',1376,'R11'
39715,80340.0,0,0.79,'B',6,15,49,50,'B12','Diesel',51,'R24'
222916,2054685.0,0,1.0,'A',6,15,40,50,'B1','Regular',41,'R24'
305732,2217542.0,0,0.08,'C',5,1,60,50,'B5','Regular',116,'R91'
468133,3232485.0,0,0.24,'E',5,1,38,50,'B2','Diesel',6736,'R11'
191407,1191408.0,0,0.3,'F',8,3,46,62,'B6','Diesel',10156,'R11'
456113,3188560.0,0,1.0,'C',5,3,73,50,'B2','Regular',165,'R53'
440864,3164721.0,0,0.45,'D',4,15,29,90,'B6','Regular',745,'R82'
481137,3246928.0,0,0.08,'E',7,4,50,50,'B13','Diesel',3317,'R93'
500741,4028508.0,0,0.35,'C',11,1,54,50,'B12','Diesel',144,'R52'
208121,2016888.0,0,0.11,'E',5,3,22,90,'B3','Regular',6924,'R11'
12785,31098.0,0,0.31,'A',14,13,47,55,'B1','Regular',47,'R54'
595745,4186923.0,0,0.72,'C',10,17,46,50,'B1','Regular',102,'R53'
311216,2223032.0,0,0.08,'D',7,4,64,50,'B2','Regular',1457,'R52'
670509,6103757.0,0,0.04,'D',4,10,33,67,'B2','Regular',904,'R82'
160618,1138255.0,0,0.54,'D',5,12,54,54,'B2','Diesel',1329,'R11'
611580,5040051.0,0,0.66,'A',8,2,60,50,'B12','Diesel',6,'R94'
664555,6092394.0,0,0.5,'C',7,1,31,57,'B12','Diesel',118,'R72'
329968,2263114.0,0,1.0,'D',7,1,48,50,'B1','Regular',824,'R91'
465159,3209354.0,0,0.91,'A',6,12,22,80,'B2','Diesel',10,'R24'
407324,3101445.0,0,0.51,'A',11,14,37,50,'B3','Regular',45,'R93'
352264,2285412.0,0,0.73,'E',11,16,52,72,'B13','Regular',3317,'R93'
432633,3151984.0,0,1.0,'C',5,15,19,95,'B2','Regular',116,'R31'
329478,2262624.0,0,0.94,'A',13,19,42,50,'B10','Regular',29,'R11'
667648,6098411.0,0,0.46,'A',5,1,30,72,'B12','Diesel',14,'R22'
286021,2184802.0,0,0.005479452054794521,'C',5,4,53,50,'B1','Diesel',103,'R53'
2551,5315.0,1,0.07,'C',9,0,53,50,'B12','Regular',385,'R82'
448846,3174123.0,1,0.44,'E',10,11,23,125,'B10','Diesel',2715,'R24'
120189,1064029.0,0,0.04,'C',8,0,70,50,'B1','Diesel',209,'R93'
298918,2207760.0,0,1.0,'D',4,3,58,50,'B2','Regular',1385,'R53'
493461,4011159.0,0,0.79,'C',6,3,31,100,'B12','Diesel',204,'R91'
477609,3243252.0,0,0.07,'D',4,21,37,76,'B5','Regular',1326,'R93'
267392,2134618.0,0,1.0,'B',6,6,30,60,'B12','Diesel',66,'R93'
218476,2046699.0,0,1.0,'A',6,8,80,50,'B1','Regular',43,'R54'
179232,1179225.0,0,0.67,'B',4,11,50,50,'B1','Regular',78,'R24'
581437,4172615.0,0,1.0,'D',5,13,41,50,'B2','Diesel',1974,'R54'
70731,149451.0,0,1.0,'D',6,8,30,75,'B1','Diesel',1237,'R53'
2097,4376.0,1,0.24,'E',5,6,28,68,'B3','Diesel',3317,'R93'
657387,6068308.0,0,0.41,'E',8,2,43,50,'B12','Regular',3023,'R11'
525706,4116884.0,0,1.0,'A',6,8,58,50,'B1','Diesel',11,'R24'
99038,1017521.0,0,1.0,'A',5,2,73,50,'B1','Regular',48,'R24'
108770,1038525.0,0,0.54,'B',6,12,48,50,'B1','Diesel',59,'R24'
615958,5052177.0,0,0.27,'E',4,1,59,50,'B12','Diesel',3430,'R93'
320292,2234763.0,0,0.08,'D',5,1,52,50,'B2','Diesel',1139,'R11'
103229,1026424.0,0,0.86,'B',6,13,52,60,'B13','Regular',91,'R52'
322045,2255190.0,0,1.0,'B',7,8,72,50,'B2','Regular',77,'R73'
662224,6087849.0,0,0.67,'C',5,1,45,51,'B12','Regular',284,'R83'
608189,5030046.0,0,0.07,'E',10,0,63,50,'B12','Regular',3301,'R73'
219088,2047839.0,0,1.0,'C',6,6,56,55,'B2','Diesel',112,'R24'
390611,3062145.0,0,1.0,'C',5,14,40,55,'B5','Diesel',298,'R82'
646886,6026037.0,0,0.36,'D',10,4,55,50,'B12','Regular',539,'R73'
595751,4186929.0,0,1.0,'B',7,19,60,50,'B10','Regular',59,'R24'
299612,2208930.0,0,0.62,'C',6,7,53,50,'B3','Regular',266,'R82'
117795,1058643.0,0,0.17,'A',9,14,46,50,'B2','Regular',26,'R24'
450432,3175863.0,0,0.81,'B',5,13,64,50,'B2','Diesel',71,'R52'
68005,144465.0,0,1.0,'D',6,3,52,50,'B2','Diesel',1110,'R82'
561321,4152499.0,0,0.62,'A',4,22,46,50,'B2','Regular',27,'R24'
534021,4125199.0,0,0.13,'C',5,15,54,55,'B2','Diesel',461,'R53'
402881,3091356.0,0,1.0,'C',4,18,57,50,'B1','Regular',393,'R24'
103130,1026187.0,0,1.0,'D',7,5,42,50,'B10','Diesel',657,'R54'
389447,3059431.0,1,0.92,'B',6,7,65,50,'B1','Diesel',94,'R24'
487406,3253391.0,0,0.07,'E',4,4,53,50,'B2','Diesel',3963,'R91'
86312,177437.0,0,0.91,'B',4,7,34,50,'B2','Diesel',50,'R24'
12589,30732.0,0,0.21,'C',4,2,72,50,'B1','Regular',165,'R53'
494225,4013039.0,0,0.63,'C',7,7,47,50,'B12','Diesel',165,'R41'
263649,2126966.0,0,0.54,'C',4,2,27,70,'B4','Diesel',298,'R24'
655994,6062052.0,0,0.06,'C',7,2,33,60,'B12','Diesel',244,'R31'
388337,3056773.0,0,1.0,'A',5,6,31,50,'B2','Diesel',29,'R24'
65817,140426.0,0,0.15,'A',7,6,50,50,'B11','Regular',43,'R54'
4681,10368.0,1,0.00273224043715847,'E',5,0,36,85,'B12','Regular',2733,'R93'
153328,1124135.0,0,0.48,'B',7,3,34,50,'B5','Diesel',91,'R24'
102491,1024727.0,0,1.0,'B',7,11,41,50,'B1','Diesel',61,'R24'
41767,84251.0,0,0.07,'C',6,9,40,50,'B2','Diesel',139,'R52'
209282,2018972.0,0,0.3,'D',6,5,31,76,'B12','Diesel',671,'R23'
612236,5041869.0,0,0.89,'D',6,6,33,90,'B5','Diesel',1101,'R31'
647171,6027137.0,0,0.29,'C',4,4,51,50,'B12','Regular',300,'R72'
209811,2019950.0,0,0.87,'D',6,4,52,50,'B12','Diesel',565,'R82'
539284,4130462.0,0,0.1,'B',4,2,26,95,'B1','Diesel',51,'R52'
335549,2268695.0,0,0.24,'D',6,11,42,50,'B14','Regular',666,'R93'
654820,6058067.0,0,0.5,'C',7,2,60,50,'B12','Diesel',165,'R93'
108107,1037126.0,0,1.0,'A',6,8,30,51,'B2','Diesel',22,'R24'
535404,4126582.0,0,1.0,'C',4,14,47,50,'B1','Regular',150,'R72'
496356,4018071.0,0,0.78,'B',10,3,40,50,'B12','Diesel',70,'R23'
67621,143753.0,0,0.66,'A',4,13,29,64,'B1','Regular',45,'R52'
539473,4130651.0,0,1.0,'E',6,9,55,50,'B2','Diesel',4762,'R93'
255021,2110966.0,0,0.83,'B',6,5,42,50,'B1','Diesel',67,'R24'
542853,4134031.0,0,1.0,'C',6,7,52,50,'B2','Diesel',110,'R54'
524013,4115191.0,0,1.0,'C',8,10,73,50,'B2','Regular',359,'R53'
349106,2282254.0,0,0.39,'C',6,13,35,83,'B1','Diesel',106,'R82'
354972,2288121.0,0,0.08,'E',4,0,72,50,'B6','Regular',2906,'R72'
389710,3060089.0,0,0.58,'C',4,15,34,50,'B2','Regular',118,'R24'
213761,2027699.0,0,0.06,'D',8,0,34,60,'B12','Diesel',721,'R93'
222406,2053824.0,0,1.0,'C',6,8,28,50,'B1','Diesel',102,'R11'
646931,6026213.0,0,0.28,'F',15,4,50,55,'B12','Regular',27000,'R11'
275394,2152776.0,0,0.3,'C',8,18,18,100,'B2','Regular',120,'R82'
347030,2280177.0,0,0.08,'E',8,5,36,54,'B4','Regular',3488,'R23'
501404,4030099.0,0,0.07,'D',4,0,68,50,'B12','Regular',1171,'R11'
469043,3233395.0,0,0.24,'E',14,1,44,50,'B3','Regular',3021,'R53'
57621,121359.0,0,0.2,'E',5,5,60,50,'B13','Diesel',3744,'R93'
26056,55397.0,0,0.43,'D',11,8,41,50,'B10','Regular',581,'R82'
620914,5064737.0,0,0.21,'E',4,1,38,50,'B12','Diesel',2498,'R72'
334899,2268045.0,0,0.96,'C',9,13,55,50,'B14','Diesel',211,'R93'
243395,2090092.0,0,0.04,'E',6,6,35,112,'B13','Diesel',2252,'R82'
65433,139695.0,0,1.0,'C',7,6,34,68,'B6','Diesel',107,'R91'
383495,3045834.0,0,0.59,'A',5,0,63,50,'B12','Regular',18,'R24'
87294,1000511.0,0,0.12,'F',7,1,49,50,'B12','Regular',15386,'R11'
323342,2256487.0,0,1.0,'C',5,5,52,50,'B3','Regular',269,'R91'
210128,2020513.0,0,0.87,'C',4,1,45,50,'B12','Regular',417,'R82'
316072,2227898.0,0,0.36,'D',4,17,20,100,'B1','Regular',1109,'R24'
193016,1193017.0,0,0.49,'D',12,2,35,64,'B10','Diesel',1326,'R93'
627662,5081852.0,0,0.2,'D',6,3,49,50,'B12','Diesel',501,'R21'
310635,2222451.0,0,0.08,'D',13,12,34,57,'B11','Regular',898,'R93'
415495,3119490.0,0,0.02,'D',7,15,31,100,'B1','Regular',1314,'R24'
369958,3028355.0,0,0.54,'E',4,1,76,67,'B12','Regular',2569,'R11'
86116,177077.0,0,1.0,'E',5,7,52,50,'B1','Diesel',8549,'R82'
488790,3254981.0,0,0.03,'A',7,4,46,50,'B1','Diesel',49,'R72'
604491,5019138.0,0,0.82,'B',4,0,47,50,'B2','Diesel',63,'R83'
486306,3252226.0,0,0.08,'D',4,11,26,85,'B1','Regular',1381,'R82'
422509,3133926.0,0,0.62,'D',9,15,67,50,'B10','Diesel',972,'R82'
198830,1198831.0,0,0.52,'C',5,2,43,50,'B2','Diesel',480,'R82'
573510,4164688.0,0,0.14,'C',9,5,33,50,'B3','Diesel',403,'R54'
268908,2137510.0,0,0.37,'D',6,3,39,50,'B1','Diesel',1381,'R82'
677657,6113975.0,0,0.12,'D',6,10,27,118,'B1','Diesel',1978,'R31'
328649,2261794.0,0,0.08,'C',5,8,32,68,'B4','Diesel',160,'R23'
520320,4079947.0,0,0.03,'A',6,1,55,50,'B12','Diesel',20,'R74'
246666,2095855.0,0,0.91,'D',7,13,56,51,'B1','Regular',1753,'R82'
546662,4137840.0,0,0.84,'C',4,20,59,50,'B2','Regular',164,'R24'
675640,6111958.0,0,0.09,'E',7,0,32,50,'B12','Diesel',6157,'R31'
217018,2039837.0,0,0.11,'B',8,0,39,50,'B12','Regular',60,'R25'
156371,1129200.0,0,1.0,'A',7,12,39,50,'B5','Regular',30,'R24'
604000,5017815.0,0,0.21,'E',7,10,41,50,'B12','Regular',2642,'R31'
